date, pnl
1692921600000,0.15425408179475988
1693008000000,0.14692419273298718
1693094400000,0.14104361094577056
1693180800000,0.13712682791353387
1693267200000,0.1316857804116336
1693353600000,0.130306458209012
1693440000000,0.12368617484985656
1693526400000,0.1160468955888929
1693612800000,0.10959438711329059
1693699200000,0.10456037773601265
1693785600000,0.09993322377862361
1693872000000,0.0949111656556561
1693958400000,0.09291440144111315
1694044800000,0.08750862779651367
1694131200000,0.08455992402445016
1694217600000,0.08018280923534342
1694304000000,0.075896441407512
1694390400000,0.06916801847847436
1694476800000,0.06367111766989009
1694563200000,0.06012240473899958
1694649600000,0.0572563207656855
1694736000000,0.054400139237932195
1694822400000,0.05166814321079437
1694908800000,0.04826060010281311
1694995200000,0.04450799650851776
1695081600000,0.04348919401848335
1695168000000,0.04210748929657016
1695254400000,0.040678761210971005
1695340800000,0.03669937977539257
1695427200000,0.034254942636678255
1695513600000,0.032003296881543845
1695600000000,0.029557525271721563
1695686400000,0.02746326143798349
1695772800000,0.0244582246982299
1695859200000,0.022357348445916272
1695945600000,0.02212778933999205
1696032000000,0.021326960010476816
1696118400000,0.02211266230259571
1696204800000,0.027529091491894076
1696291200000,0.027877555098867544
1696377600000,0.02922706415373328
1696464000000,0.029404527637581286
1696550400000,0.02945257214057118
1696636800000,0.031739232891749014
1696723200000,0.03231384121663218
1696809600000,0.03306082085447725
1696896000000,0.030902731287446313
1696982400000,0.03070286267126265
1697068800000,0.03012987396636133
1697155200000,0.0279347382267218
1697241600000,0.0284780693248384
1697328000000,0.028469847544783714
1697414400000,0.027965346985532658
1697500800000,0.03226093324172227
1697587200000,0.03325087941536496
1697673600000,0.03331225962706393
1697760000000,0.03791062527682899
1697846400000,0.044867524147870576
1697932800000,0.05306762858783556
1698019200000,0.05683327537674636
1698105600000,0.06656397245542892
1698192000000,0.06817669308376377
1698278400000,0.07702223227456181
1698364800000,0.0829122406833159
1698451200000,0.08597990673782487
1698537600000,0.09001521850149662
1698624000000,0.09650394137758252
1698710400000,0.10441538111285223
1698796800000,0.11417801389537054
1698883200000,0.12290736253123181
1698969600000,0.12549880912063868
1699056000000,0.1287687693875567
1699142400000,0.1363234335108367
1699228800000,0.13873885062361258
1699315200000,0.14338151761554715
1699401600000,0.14813929185844674
1699488000000,0.15164388692331718
1699574400000,0.1572459501623556
1699660800000,0.17334210578209325
1699747200000,0.17597328373153515
1699833600000,0.17808140463801897
1699920000000,0.17652279728901493
1700006400000,0.1839291379438418
1700092800000,0.19505596106098796
1700179200000,0.1894450927565434
1700265600000,0.19171171238050563
1700352000000,0.193997482981187
1700438400000,0.19882633798983035
1700524800000,0.1958514604454553
1700611200000,0.19322921040695723
1700697600000,0.20005783544635813
1700784000000,0.2008052248309647
1700870400000,0.20261094144693212
1700956800000,0.2057327597969468
1701043200000,0.20616403774808315
1701129600000,0.20539055888479898
1701216000000,0.20923856958430237
1701302400000,0.21130672420726557
1701388800000,0.21262390500415096
1701475200000,0.21435796815168015
1701561600000,0.21838814672162546
1701648000000,0.21909032240504536
1701734400000,0.21906622387294994
1701820800000,0.21964069423892824
1701907200000,0.22163561393701617
1701993600000,0.22654613771649112
1702080000000,0.2325672365757926
1702166400000,0.23166233262063093
1702252800000,0.23388253179745144
1702339200000,0.2317403646895063
1702425600000,0.23141677372620179
1702512000000,0.2336569290954937
1702598400000,0.23768351167791582
1702684800000,0.23635522267388
1702771200000,0.2375255185778411
1702857600000,0.23673430137288562
1702944000000,0.23945311101088396
1703030400000,0.23897054895024067
1703116800000,0.2455382232056791
1703203200000,0.25337689623022214
1703289600000,0.25639671782721285
1703376000000,0.2625337654106165
1703462400000,0.2657127942334074
1703548800000,0.27119948507662117
1703635200000,0.26626609547355534
1703721600000,0.26353477189527813
1703808000000,0.2612577191522879
1703894400000,0.26378072016926757
1703980800000,0.26181330075504794
1704067200000,0.26180340299663424
1704153600000,0.2663577271591105
1704240000000,0.2651607434675658
1704326400000,0.261274465518322
1704412800000,0.26467354886218575
1704499200000,0.2623724151292677
1704585600000,0.2593796951964206
1704672000000,0.2571161687680691
1704758400000,0.26149513321928974
1704844800000,0.26219734772201597
1704931200000,0.2641506169702046
1705017600000,0.2631908992666472
1705104000000,0.259280404691273
1705190400000,0.26120499482069726
1705276800000,0.2605367355837124
1705363200000,0.26071011240690645
1705449600000,0.2622193187328389
1705536000000,0.26414224908256
1705622400000,0.26105432066270967
1705708800000,0.2606576913721775
1705795200000,0.2603608297381396
1705881600000,0.2597132806793292
1705968000000,0.2563554530740925
1706054400000,0.2564295777759302
1706140800000,0.258308365913686
1706227200000,0.25735639120257664
1706313600000,0.2594597252777251
1706400000000,0.26011270035538697
1706486400000,0.2608647125181261
1706572800000,0.2631481698280702
1706659200000,0.26337064241162944
1706745600000,0.26176820183577615
1706832000000,0.2621962518443269
1706918400000,0.2633144271957666
1707004800000,0.2624496948519059
1707091200000,0.26165126853614923
1707177600000,0.2617559273558795
1707264000000,0.26232317706322517
1707350400000,0.2638315628529249
1707436800000,0.2647127493591938
1707523200000,0.26630034327648144
1707609600000,0.267118244557499
1707696000000,0.2667255243457151
1707782400000,0.2684508187613617
1707868800000,0.268792039313524
1707955200000,0.27039589559335014
1708041600000,0.2694141522944914
1708128000000,0.2685588923028074
1708214400000,0.2681871369554171
1708300800000,0.26939528811593555
1708387200000,0.26925187760174984
1708473600000,0.2685203972598538
1708560000000,0.2676399326168997
1708646400000,0.2666977141179293
1708732800000,0.2660622104730772
1708819200000,0.26744547333768814
1708905600000,0.2673301013876567
1708992000000,0.26941173463467805
1709078400000,0.26901415670278006
1709164800000,0.2719070358637147
1709251200000,0.2744658773807588
1709337600000,0.27584681535432953
1709424000000,0.27587988700285904
1709510400000,0.2760846315562975
1709596800000,0.27703946248691314
1709683200000,0.2751170113006316
1709769600000,0.27642256662361103
1709856000000,0.2803123009584007
1709942400000,0.28066819263858683
1710028800000,0.2806108930307738
1710115200000,0.2805032026764636
1710201600000,0.28179949621827594
1710288000000,0.28236572373269375
1710374400000,0.2858887027524814
1710460800000,0.2892719128166784
1710547200000,0.2912931582879046
1710633600000,0.29042170028292336
1710720000000,0.2960688756037465
1710806400000,0.29437392001251045
1710892800000,0.2873826934198194
1710979200000,0.29294901602464846
1711065600000,0.2898727598704064
1711152000000,0.2882826313865722
1711238400000,0.28823786568236587
1711324800000,0.2908285268349336
1711411200000,0.29200710079407255
1711497600000,0.2925016651036239
1711584000000,0.2912188188335383
1711670400000,0.29199966805081856
1711756800000,0.2925343495970239
1711843200000,0.2930608597004635
1711929600000,0.2949568566536415
1712016000000,0.292537865288027
1712102400000,0.289855755221394
1712188800000,0.29077437213402096
1712275200000,0.2903684638014528
1712361600000,0.28834052433938434
1712448000000,0.28914972573281983
1712534400000,0.2892422429913767
1712620800000,0.2894299908588832
1712707200000,0.28753791617681485
1712793600000,0.28757599337264067
1712880000000,0.28737979962012417
1712966400000,0.28306894630988305
1713052800000,0.2799353463959621
1713139200000,0.2821278810798594
1713225600000,0.27913890880108705
1713312000000,0.2785058866150068
1713398400000,0.27745659716303084
1713484800000,0.2792260628125413
1713571200000,0.2792302144216623
1713657600000,0.2805009403734792
1713744000000,0.279933304537233
1713830400000,0.28138170630123693
1713916800000,0.28071146919638823
1714003200000,0.2791287254325601
1714089600000,0.27838478754433693
1714176000000,0.2770509821488612
1714262400000,0.27731651277366465
1714348800000,0.2763498837966379
1714435200000,0.27612818867443156
1714521600000,0.27373082268167453
1714608000000,0.27496892584268406
1714694400000,0.2753532526259036
1714780800000,0.27623165856297727
1714867200000,0.2765282488507612
1714953600000,0.27626630690444637
1715040000000,0.277391049305151
1715126400000,0.27640048409097884
1715212800000,0.275194269999546
1715299200000,0.2768976179433055
1715385600000,0.27556965600540373
1715472000000,0.2752292469152355
1715558400000,0.27476443982802395
1715644800000,0.2752451792315983
1715731200000,0.2741952907395168
1715817600000,0.27685021669703436
1715904000000,0.27690601363879475
1715990400000,0.2786211183640204
1716076800000,0.27909259727594854
1716163200000,0.2785861545592847
1716249600000,0.28141544660167234
1716336000000,0.28002576118032546
1716422400000,0.2798121399746471
1716508800000,0.27967192792649403
1716595200000,0.27818855420127675
1716681600000,0.27821019691811893
1716768000000,0.27724520973172256
1716854400000,0.27824038236900356
1716940800000,0.2779874263447549
1717027200000,0.2778106415064662
1717113600000,0.2775279973720865
1717200000000,0.27725175231127813
1717286400000,0.2771634980682948
1717372800000,0.27658777933829537
1717459200000,0.2767405120601205
1717548050000,0.27791015867386976
